latitude,longitude
-32.108245,115.58253
-29.669965,153.321593
-35.156267,138.468547
-31.778935,115.732556
-38.145612,145.113234
-32.015461,115.517225
-32.433977,152.533981
-35.125264,150.757937
-33.492112,151.424605
-32.926135,134.078223
-38.371782,142.109652
-33.492122,151.424592
-35.1,138.5
-35.125,150.7623
-38.490667,144.913938
-36.737995,149.9833
-36.737995,149.9833
-32.714163,152.151399
-38.475702,145.027668
-30.109044,153.205829
-37.866426,144.88136
-34.340803,150.924601
-35.149077,138.466732
-43.1231,147.9754
-32.6176,152.3336
-32.6176,152.3336
-32.6176,152.3336
-32.6176,152.3336
-32.6176,152.3336
-43.1247,147.9756
-43.1231,147.9754
-43.1231,147.9754
-43.1231,147.9754
-43.1231,147.9754
-43.1231,147.9754
-43.1231,147.9754
-43.1231,147.9754
-32.6176,152.3336
-43.1231,147.9754
-32.6176,152.3336
-43.1231,147.9754
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1231,147.9759
-43.1231,147.9759
-43.1231,147.976
-43.1231,147.9759
-43.1231,147.976
-43.1231,147.9759
-43.1231,147.976
-43.1231,147.9759
-43.1231,147.976
-43.1231,147.9759
-43.1231,147.976
-43.1231,147.9759
-43.1231,147.976
-43.1231,147.9759
-43.1231,147.976
-43.1231,147.9759
-43.1231,147.976
-43.1231,147.976
-43.1236,147.9767
-43.1231,147.9759
-43.1236,147.9767
-43.1231,147.976
-43.1236,147.9767
-43.1247,147.9756
-43.1236,147.9767
-43.1247,147.9756
-43.1236,147.9767
-43.1247,147.9756
-43.1236,147.9767
-43.1247,147.9756
-43.1236,147.9767
-43.1247,147.9756
-43.1236,147.9767
-43.1247,147.9756
-43.1236,147.9767
-43.1247,147.9756
-43.1236,147.9767
-43.1247,147.9756
-43.1247,147.9756
-43.1231,147.9753
-43.1247,147.9756
-43.1231,147.9753
-43.1231,147.9753
-43.1231,147.9753
-43.1231,147.9753
-43.1231,147.9753
-43.1231,147.9753
-43.1231,147.9753
-43.1231,147.9753
-43.1231,147.9753
-43.1247,147.9756
-43.1231,147.9755
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1231,147.9756
-43.1231,147.9756
-43.1231,147.9756
-43.1231,147.9756
-43.1231,147.9756
-43.1231,147.9756
-43.1231,147.9756
-43.1231,147.9756
-43.1231,147.9756
-43.1231,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.123,147.9752
-43.123,147.9752
-43.1236,147.977
-43.123,147.9752
-43.1236,147.977
-43.123,147.9752
-43.1236,147.977
-43.123,147.9752
-43.1236,147.977
-43.123,147.9752
-43.1236,147.977
-43.123,147.9752
-43.1236,147.977
-43.123,147.9752
-43.1236,147.977
-43.123,147.9752
-43.1236,147.977
-43.1236,147.977
-43.123,147.9752
-43.1247,147.9756
-43.1236,147.977
-43.1247,147.9756
-43.1244,147.9751
-43.1247,147.9756
-43.1244,147.9751
-43.1247,147.9756
-43.1244,147.9751
-43.1247,147.9756
-43.1244,147.9751
-43.1247,147.9756
-43.1244,147.9751
-43.1247,147.9756
-43.1244,147.9751
-43.1247,147.9756
-43.1244,147.9751
-43.1247,147.9756
-43.1244,147.9751
-43.1244,147.9751
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-43.1231,147.9755
-43.1247,147.9756
-43.1247,147.9756
-43.1231,147.9755
-43.1231,147.9755
-43.1231,147.9755
-43.1231,147.9755
-43.1231,147.9755
-43.1231,147.9755
-43.1231,147.9755
-43.1231,147.9755
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.5995,152.3241
-32.6306,152.3096
-32.5995,152.3241
-32.5995,152.3241
-32.5995,152.3241
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-43.1247,147.9756
-32.5995,152.3241
-32.5995,152.3241
-32.5995,152.3241
-32.5995,152.3241
-32.5995,152.3241
-32.5995,152.3241
-32.6177,152.3335
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6177,152.3335
-32.6177,152.3335
-32.6177,152.3335
-32.6177,152.3335
-32.6177,152.3335
-32.6177,152.3335
-32.6177,152.3335
-32.6177,152.3335
-32.6177,152.3335
-32.6306,152.3096
-32.6306,152.3096
-32.6174,152.3334
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6306,152.3096
-32.6174,152.3334
-32.6174,152.3334
-32.6306,152.3096
-32.6174,152.3334
-32.6174,152.3334
-32.6174,152.3334
-32.6174,152.3334
-32.6174,152.3334
-32.6174,152.3334
-32.6174,152.3334
-32.6306,152.3096
-42.8407,147.9198
-42.87,147.9579
-42.8404,147.92
-42.8735,147.9459
-41.2539,148.3388
-42.87,147.9579
-42.8407,147.9198
-42.8404,147.92
-42.87,147.9579
-42.1615,148.3059
-42.8735,147.9459
-42.87,147.9579
-42.87,147.9579
-42.6408,148.1532
-42.8404,147.92
-42.8407,147.9198
-42.1615,148.3059
-42.87,147.9579
-42.8735,147.9459
-42.8404,147.92
-42.87,147.9579
-42.6408,148.1532
-42.8735,147.9459
-42.1615,148.3059
-42.87,147.9579
-42.8735,147.9459
-42.8407,147.9198
-41.3433,148.341
-41.2539,148.3388
-42.8407,147.9198
-41.2113,148.2922
-41.2113,148.2922
-42.87,147.9579
-41.2113,148.2922
-41.2534,148.3397
-41.2539,148.3388
-42.8407,147.9198
-42.87,147.9579
-41.2107,148.2902
-41.2113,148.2922
-41.2539,148.3388
-42.8735,147.9459
-42.8407,147.9198
-42.87,147.9579
-42.8404,147.92
-41.2113,148.2922
-42.8407,147.9198
-41.2539,148.3388
-41.2113,148.2922
-42.87,147.9579
-41.2107,148.2903
-41.2113,148.2922
-41.2107,148.2903
-41.211,148.2899
-41.3532,148.3478
-42.8725,147.9504
-41.2107,148.294
-42.6408,148.1532
-41.2107,148.2903
-41.2113,148.2922
-42.87,147.9579
-41.211,148.2899
-41.2107,148.294
-42.6408,148.1532
-42.8725,147.9504
-41.3532,148.3478
-41.2109,148.2908
-41.2113,148.2922
-43.141,147.9669
-42.6408,148.1532
-42.8701,147.958
-42.8725,147.9504
-41.3532,148.3478
-41.2109,148.2908
-42.8701,147.958
-42.6408,148.1532
-42.8725,147.9504
-41.2113,148.2922
-41.211,148.2899
-42.6408,148.1532
-41.2101,148.294
-42.1615,148.3059
-42.8407,147.9198
-42.87,147.9579
-41.2107,148.2903
-42.1615,148.3059
-42.8404,147.92
-41.2548,148.3395
-42.6408,148.1532
-42.87,147.9579
-42.8407,147.9198
-42.1615,148.3059
-42.8725,147.9504
-41.211,148.2899
-41.2107,148.294
-42.87,147.9579
-42.6408,148.1532
-41.2107,148.2903
-41.2113,148.2922
-41.2101,148.294
-42.8725,147.9504
-41.211,148.2899
-41.2101,148.294
-41.2107,148.2903
-42.87,147.9579
-42.6408,148.1532
-42.8407,147.9198
-41.2107,148.2902
-43.1384,147.9681
-43.1384,147.9681
-42.8701,147.958
-42.8407,147.9198
-43.1384,147.9681
-41.2107,148.2902
-42.8407,147.9198
-43.1384,147.9681
-42.87,147.9579
-41.3433,148.341
-41.2107,148.2902
-42.6402,148.1545
-41.2107,148.2903
-42.8701,147.958
-43.1384,147.9681
-43.141,147.9669
-41.3532,148.3478
-41.2109,148.2908
-41.2113,148.2922
-42.87,147.9579
-43.141,147.9669
-42.8431,147.9168
-41.2109,148.2908
-42.8701,147.958
-42.8431,147.9168
-43.141,147.9669
-42.87,147.9579
-42.8431,147.9168
-41.2109,148.2908
-43.141,147.9669
-42.87,147.9579
-41.2107,148.2903
-41.2107,148.2903
-42.8724,147.9513
-41.2107,148.2902
-42.6408,148.1532
-41.2107,148.2903
-41.2107,148.2903
-41.2107,148.2902
-42.8724,147.9513
-41.2107,148.2902
-41.2548,148.3395
-41.2107,148.2903
-41.2107,148.2903
-42.8724,147.9513
-41.2107,148.2903
-41.2548,148.3395
-42.8724,147.9513
-41.2107,148.2903
-42.6402,148.1545
-41.2107,148.2903
-41.2107,148.2902
-42.87,147.9579
-41.2107,148.2902
-41.2107,148.2903
-42.6402,148.1545
-41.2527,148.3395
-42.87,147.9579
-41.2107,148.2903
-41.2107,148.2903
-42.87,147.9579
-41.2107,148.2902
-42.8724,147.9513
-42.6408,148.1532
-41.2107,148.2903
-41.2107,148.2902
-41.2107,148.2903
-42.6408,148.1532
-42.841,147.9191
-42.8724,147.9513
-41.2548,148.3395
-42.6406,148.1521
-42.841,147.9191
-43.141,147.9669
-41.2548,148.3395
-43.141,147.9669
-42.8724,147.9513
-41.2107,148.2902
-42.6406,148.1521
-41.2548,148.3395
-41.2109,148.2908
-42.8724,147.9513
-41.2107,148.2902
-42.6406,148.1521
-42.8724,147.9513
-41.2109,148.2908
-43.141,147.9669
-42.87,147.9579
-42.841,147.9191
-41.2548,148.3395
-41.2107,148.2903
-42.8724,147.9513
-43.141,147.9669
-42.841,147.9191
-42.8724,147.9513
-42.841,147.9191
-43.141,147.9669
-42.8724,147.9513
-42.8724,147.9513
-41.2548,148.3395
-42.8724,147.9513
-42.841,147.9191
-42.8724,147.9513
-42.6408,148.1532
-43.141,147.9669
-42.8724,147.9513
-41.2548,148.3395
-41.2109,148.2908
-41.2107,148.2903
-43.1384,147.9681
-42.87,147.9579
-41.2109,148.2908
-43.1384,147.9681
-41.2107,148.2903
-42.87,147.9579
-41.2531,148.3394
-43.1384,147.9681
-41.2548,148.3395
-42.8407,147.9198
-42.87,147.9579
-43.1384,147.9681
-41.2548,148.3395
-41.2109,148.2908
-42.8407,147.9198
-42.87,147.9579
-41.2107,148.2902
-41.2107,148.2903
-41.2109,148.2908
-42.8724,147.9513
-42.6406,148.1521
-41.2107,148.2902
-41.2107,148.2903
-41.2109,148.2908
-42.6406,148.1521
-42.8724,147.9513
-41.2107,148.2903
-41.2109,148.2908
-41.2107,148.2902
-42.87,147.9579
-42.6406,148.1521
-41.2107,148.2903
-41.2109,148.2908
-41.2107,148.2902
-42.6408,148.1532
-41.3433,148.3411
-42.87,147.9579
-42.6408,148.1532
-41.3433,148.3411
-41.2109,148.2908
-42.87,147.9579
-41.2109,148.2908
-43.1392,147.9679
-41.3433,148.3411
-42.6408,148.1532
-41.2109,148.2908
-41.2109,148.2908
-41.3433,148.3411
-41.2109,148.2908
-42.6408,148.1532
-42.87,147.9579
-42.8407,147.9198
-43.1384,147.9681
-41.2548,148.3395
-42.8407,147.9198
-43.1384,147.9681
-41.3434,148.3391
-41.2548,148.3395
-42.87,147.9579
-42.8407,147.9198
-43.1384,147.9681
-43.1384,147.9681
-42.87,147.9579
-41.3433,148.3411
-41.2548,148.3395
-42.8407,147.9198
-43.1384,147.9681
-42.87,147.9579
-42.87,147.9579
-41.3433,148.3411
-41.2548,148.3395
-43.1384,147.9681
-41.2545,148.3393
-41.2109,148.2908
-42.8725,147.9504
-41.2109,148.2908
-41.3527,148.3476
-41.2545,148.3393
-42.8725,147.9504
-41.2109,148.2908
-43.1384,147.9681
-41.2545,148.3393
-42.8724,147.9513
-42.8725,147.9504
-43.1384,147.9681
-42.8724,147.9513
-41.2545,148.3393
-42.8725,147.9504
-41.2109,148.2908
-42.8724,147.9513
-41.3433,148.3411
-41.2109,148.2908
-42.6408,148.1532
-41.2109,148.2908
-42.8724,147.9513
-41.3433,148.3411
-41.2109,148.2908
-42.6408,148.1532
-41.2109,148.2908
-41.2109,148.2908
-41.3433,148.3411
-41.2545,148.3393
-42.8724,147.9513
-41.2545,148.3393
-41.2109,148.2908
-41.2109,148.2908
-42.8724,147.9513
-41.3433,148.3411
-42.8724,147.9513
-42.6407,148.1522
-41.2112,148.2918
-42.8724,147.9513
-41.2112,148.2918
-41.2099,148.2941
-42.8455,147.917
-41.2112,148.2918
-41.2099,148.2941
-42.8724,147.9513
-42.8455,147.917
-41.2112,148.2918
-43.1408,147.9671
-41.2112,148.2918
-41.2112,148.2918
-42.8455,147.917
-42.8724,147.9513
-41.2112,148.2918
-43.1408,147.9671
-42.8724,147.9513
-41.2101,148.294
-41.2112,148.2918
-41.2112,148.2918
-42.8455,147.917
-42.8724,147.9513
-41.2106,148.2935
-42.8423,147.9179
-42.8724,147.9513
-41.2099,148.2941
-41.2112,148.2918
-42.8423,147.9179
-41.2534,148.3397
-42.8724,147.9513
-42.843,147.917
-41.2534,148.3397
-42.1612,148.3069
-42.8733,147.8733
-41.2112,148.2918
-41.2112,148.2918
-41.2534,148.3397
-42.8455,147.917
-42.8724,147.9513
-42.1612,148.3069
-41.2099,148.2941
-42.8423,147.9179
-42.8724,147.9513
-41.2112,148.2918
-42.1612,148.3069
-41.2099,148.2941
-42.6662,148.1392
-41.3436,148.3403
-41.2536,148.3389
-42.8455,147.917
-43.1408,147.9671
-42.6662,148.1392
-42.8701,147.958
-41.2536,148.3389
-42.8455,147.917
-43.1408,147.9671
-41.2113,148.2922
-42.8455,147.917
-41.2099,148.2941
-43.1408,147.9671
-41.2524,148.3405
-42.6662,148.1392
-41.2536,148.3389
-42.8431,147.9168
-41.2099,148.2941
-42.8455,147.917
-41.2536,148.3389
-42.8455,147.917
-43.1408,147.9671
-42.8455,147.917
-41.2112,148.2918
-41.3433,148.3425
-42.8455,147.917
-43.1408,147.9671
-41.2112,148.2918
-42.8455,147.917
-41.2536,148.3389
-41.3436,148.3403
-41.3433,148.3425
-43.1408,147.9671
-42.8455,147.917
-42.8455,147.917
-41.2536,148.3389
-42.6662,148.1392
-42.8455,147.917
-41.3436,148.3403
-43.1408,147.9671
-41.3433,148.3425
-41.2113,148.2922
-41.2539,148.3388
-42.8735,147.9459
-42.843,147.917
-42.8724,147.9513
-41.2106,148.2935
-41.2539,148.3388
-41.2113,148.2922
-42.8724,147.9513
-41.2106,148.2935
-42.843,147.917
-42.8735,147.9459
-41.2539,148.3388
-41.2106,148.2935
-41.2113,148.2922
-43.1408,147.9671
-41.2539,148.3388
-42.843,147.917
-42.1612,148.3069
-41.2113,148.2922
-42.8735,147.9459
-41.2113,148.2922
-41.2113,148.2922
-42.8455,147.917
-41.3433,148.3425
-42.8724,147.9513
-42.6662,148.1392
-41.2099,148.2941
-41.3433,148.3425
-42.8455,147.917
-41.2099,148.2941
-42.8724,147.9513
-41.2524,148.3405
-41.2113,148.2922
-41.2539,148.3388
-42.8724,147.9513
-41.2106,148.2935
-42.8701,147.958
-41.2113,148.2922
-41.2539,148.3388
-41.3433,148.3425
-41.2539,148.3388
-42.8724,147.9513
-41.2106,148.2935
-41.2099,148.2941
-42.1615,148.3059
-41.3433,148.3425
-42.8404,147.92
-42.8725,147.9504
-41.2112,148.2919
-42.8404,147.92
-41.2101,148.294
-42.8455,147.917
-43.1408,147.9671
-42.8735,147.9459
-41.2112,148.2918
-42.1615,148.3059
-42.8404,147.92
-41.2101,148.294
-42.8725,147.9504
-41.2112,148.2919
-41.2101,148.294
-42.8735,147.9459
-42.8455,147.917
-41.2112,148.2918
-41.3433,148.3425
-42.8455,147.917
-42.1615,148.3059
-41.2112,148.2919
-42.8725,147.9504
-41.2101,148.294
-41.211,148.2899
-41.3433,148.3425
-41.2112,148.2918
-42.1615,148.3059
-41.2112,148.2919
-41.2101,148.294
-42.8725,147.9504
-42.8455,147.917
-42.843,147.917
-41.2539,148.3388
-43.1408,147.9671
-42.1612,148.3069
-42.8735,147.9459
-42.843,147.917
-43.1408,147.9671
-41.2539,148.3388
-41.2534,148.3397
-42.8735,147.9459
-42.1612,148.3069
-42.8735,147.9459
-41.2112,148.2919
-41.2539,148.3388
-41.2101,148.294
-42.8404,147.92
-42.1612,148.3069
-42.8735,147.9459
-43.1408,147.9671
-42.8455,147.917
-42.1612,148.3069
-42.8404,147.92
-42.8735,147.9459
-42.8455,147.917
-43.1408,147.9671
-41.2113,148.2922
-42.8431,147.9168
-42.8701,147.958
-41.3436,148.3403
-41.3532,148.3478
-42.8725,147.9504
-41.2113,148.2922
-42.8431,147.9168
-41.2113,148.2922
-41.3532,148.3478
-41.2113,148.2922
-42.8725,147.9504
-42.8701,147.958
-42.8431,147.9168
-42.843,147.917
-42.8701,147.958
-42.8733,147.8733
-42.8733,147.8733
-42.8701,147.958
-41.3532,148.3478
-42.843,147.917
-42.8431,147.9168
-42.8733,147.8733
-42.8701,147.958
-42.8701,147.958
-41.2112,148.2918
-41.2112,148.2918
-42.8701,147.958
-41.211,148.2899
-42.8725,147.9504
-42.1615,148.3059
-41.2101,148.294
-41.3532,148.3478
-41.2112,148.2918
-42.8701,147.958
-41.2101,148.294
-41.211,148.2899
-42.8725,147.9504
-41.2112,148.2918
-41.3532,148.3478
-41.2113,148.2922
-42.8725,147.9504
-41.2113,148.2922
-41.2101,148.294
-42.8701,147.958
-41.3532,148.3478
-41.2112,148.2918
-42.8431,147.9168
-41.211,148.2899
-42.8701,147.958
-41.2113,148.2922
-42.8725,147.9504
-41.2101,148.294
-42.1612,148.3069
-41.2107,148.2903
-41.2101,148.294
-42.8701,147.958
-42.6402,148.1545
-42.8431,147.9168
-42.1612,148.3069
-41.2101,148.294
-42.8724,147.9513
-41.2101,148.294
-41.2113,148.2922
-42.8701,147.958
-41.2534,148.3397
-41.2107,148.2903
-41.2112,148.2918
-42.8701,147.958
-42.8724,147.9513
-41.2101,148.294
-41.2534,148.3397
-42.6402,148.1545
-41.2112,148.2918
-41.2107,148.2903
-42.8701,147.958
-41.2101,148.294
-41.2539,148.3388
-42.6402,148.1545
-42.8724,147.9513
-42.8701,147.958
-42.8431,147.9168
-42.1612,148.3069
-42.843,147.917
-42.8735,147.9459
-41.3433,148.341
-42.8701,147.958
-42.843,147.917
-42.8701,147.958
-42.6402,148.1545
-42.1612,148.3069
-42.8701,147.958
-42.8735,147.9459
-42.8431,147.9168
-42.6402,148.1545
-42.843,147.917
-42.1612,148.3069
-42.8431,147.9168
-42.8701,147.958
-42.1612,148.3069
-42.843,147.917
-42.8735,147.9459
-42.6402,148.1545
-42.8431,147.9168
-41.2527,148.3395
-42.8431,147.9168
-42.8404,147.92
-43.141,147.9669
-42.8701,147.958
-42.8431,147.9168
-41.2107,148.2903
-43.141,147.9669
-41.2107,148.2903
-42.8404,147.92
-42.8701,147.958
-42.8404,147.92
-42.8431,147.9168
-42.8701,147.958
-43.141,147.9669
-41.3433,148.3425
-42.8404,147.92
-42.8431,147.9168
-42.8701,147.958
-43.141,147.9669
-41.3436,148.3403
-43.141,147.9669
-41.2112,148.2918
-41.2107,148.2903
-42.6402,148.1545
-42.8701,147.958
-42.8725,147.9504
-41.2107,148.2903
-42.6402,148.1545
-42.8725,147.9504
-41.2112,148.2918
-41.2101,148.294
-41.2107,148.2903
-43.141,147.9669
-42.6402,148.1545
-41.2112,148.2918
-42.8725,147.9504
-42.8404,147.92
-42.8701,147.958
-42.8735,147.9459
-41.2534,148.3397
-41.2107,148.2903
-42.8404,147.92
-41.2112,148.2918
-42.8701,147.958
-41.2113,148.2922
-41.2113,148.2922
-41.211,148.2899
-42.87,147.9579
-41.211,148.2899
-42.8701,147.958
-41.2113,148.2922
-41.2113,148.2922
-41.2534,148.3397
-42.87,147.9579
-41.211,148.2899
-41.2113,148.2922
-41.211,148.2899
-42.87,147.9579
-41.211,148.2899
-42.8404,147.92
-43.141,147.9669
-41.3436,148.3403
-41.3433,148.3425
-42.8431,147.9168
-42.8701,147.958
-42.8404,147.92
-41.211,148.2899
-43.141,147.9669
-42.8701,147.958
-41.3433,148.3425
-42.8431,147.9168
-41.3433,148.3425
-42.841,147.9191
-41.2113,148.2922
-42.8701,147.958
-41.211,148.2899
-41.3433,148.3425
-42.8404,147.92
-41.2113,148.2922
-41.3532,148.3478
-43.141,147.9669
-42.8701,147.958
-42.841,147.9191
-41.2535,148.3386
-41.2532,148.3384
-42.6656,148.1385
-41.2093,148.2938
-41.2535,148.3386
-42.841,147.9191
-41.2093,148.2938
-41.2532,148.3384
-42.8697,147.9581
-42.6656,148.1385
-41.2535,148.3386
-42.841,147.9191
-42.8697,147.9581
-41.2093,148.2938
-42.6656,148.1385
-42.841,147.9191
-41.2515,148.3414
-41.2535,148.3386
-42.8697,147.9581
-41.2094,148.2931
-42.6656,148.1385
-41.2532,148.3384
-41.2093,148.2938
-41.2112,148.2919
-42.6656,148.1385
-41.2532,148.3384
-41.2112,148.2919
-42.6656,148.1385
-43.1392,147.9679
-41.2532,148.3384
-43.1392,147.9679
-41.2106,148.2935
-41.2535,148.3386
-42.6656,148.1385
-42.841,147.9191
-41.2115,148.2949
-41.2532,148.3384
-41.2112,148.2919
-42.6656,148.1385
-41.2532,148.3384
-41.2532,148.3384
-43.1397,147.9676
-42.87,147.9579
-43.1392,147.9679
-42.6402,148.1545
-41.2094,148.2931
-42.6402,148.1545
-41.2093,148.2938
-42.87,147.9579
-43.1392,147.9679
-41.2094,148.2931
-43.1403,147.9674
-41.2532,148.3384
-43.1403,147.9674
-41.2539,148.3388
-42.841,147.9191
-42.6402,148.1545
-43.1392,147.9679
-43.1403,147.9674
-43.1392,147.9679
-41.2093,148.2938
-41.2515,148.3414
-42.6656,148.1385
-42.8697,147.9581
-41.2535,148.3386
-42.841,147.9191
-42.6656,148.1385
-41.2093,148.2938
-42.8697,147.9581
-41.2094,148.2931
-43.1392,147.9679
-41.2093,148.2938
-42.87,147.9579
-41.2094,148.2931
-41.2094,148.2931
-42.87,147.9579
-43.1392,147.9679
-42.87,147.9579
-41.2093,148.2938
-41.2094,148.2931
-41.2094,148.2931
-41.2094,148.2931
-42.8423,147.9179
-41.2106,148.2935
-43.1403,147.9674
-41.2539,148.3388
-43.1403,147.9674
-42.6656,148.1385
-41.2115,148.2949
-42.8423,147.9179
-41.2539,148.3388
-42.6656,148.1385
-41.2539,148.3388
-42.8423,147.9179
-42.8697,147.9581
-41.2115,148.2949
-41.2539,148.3388
-41.2106,148.2935
-42.8423,147.9179
-41.2115,148.2949
-42.8697,147.9581
-41.2094,148.2931
-42.6402,148.1545
-41.2539,148.3388
-41.2532,148.3384
-41.2532,148.3384
-42.8423,147.9179
-43.1403,147.9674
-41.2539,148.3388
-42.6656,148.1385
